Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/benchmarks/middleware.js use 11 2 20
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.002226674929
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.026706896722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.001243263134
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.005965040065
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.001379162888
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.830648422241
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.193723961711
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.244314879179
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.334651857615
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.976441621780
Total Relevent edge above 0.9 ===>  1/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js redirect 118 8 166
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.000143688769
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000004783717
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.000092618931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000000633548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000000104505
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.000363561470
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.001238337252
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.000726958096
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.009098285809
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.000397739786
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.000549676421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.000035038189
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.071663796902
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.275933504105
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.015336044133
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.004406237509
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.472164988518
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js redirect 124 6 167
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.000429882639
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.000011787881
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.000283342844
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000001810129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000000452221
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.000343562424
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.001691349084
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.001065113349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.015705781057
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.000600256841
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.001430948148
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.000116309529
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.170570418239
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.322622001171
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.032928191125
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.010880495422
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.769129753113
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js listen 131 2 170
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 30 8 72 =======> 0.065776117146
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 50 29 98 =======> 0.004848986398
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js authenticate 60 0 103 =======> 0.030050102621
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 68 44 120 =======> 0.000477627967
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js restrict 75 0 128 =======> 0.000049173672
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 84 13 136 =======> 0.194683119655
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 88 33 139 =======> 0.616994857788
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 92 19 143 =======> 0.509684562683
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 95 22 146 =======> 0.460383325815
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 100 18 149 =======> 0.381232082844
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 104 19 154 =======> 0.583427488804
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 105 53 158 =======> 0.045134618878
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/auth/index.js nan 110 29 165 =======> 0.414449542761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.743894159794
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.417355358601
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.031896874309
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.245545268059
Total Relevent edge above 0.9 ===>  0/17
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js get 9 0 200
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.892678022385
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.949528634548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.072465948761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.949528634548
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.072465963662
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.724247336388
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.901532828808
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.931955814362
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.219726413488
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.960458815098
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.580779194832
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.346132338047
Total Relevent edge above 0.9 ===>  5/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 10 2 205
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.804524719715
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.929453611374
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.074671849608
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.929453730583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.074671864510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.541441679001
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.629983186722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.955744743347
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.153235450387
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.273952484131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.077573679388
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.329751998186
Total Relevent edge above 0.9 ===>  3/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js send 12 6 210
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.391721576452
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.947242677212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.221029028296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.947242677212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.221029028296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.973031401634
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.030145552009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.447505474091
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.917996287346
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.173830956221
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.002704096260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.635984361172
Total Relevent edge above 0.9 ===>  4/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js send 18 6 222
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.391721874475
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.947242796421
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.221028819680
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.947242677212
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.221028819680
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.973031401634
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.030145572498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.447505831718
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.917996406555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.173830896616
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.002704093698
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.635984122753
Total Relevent edge above 0.9 ===>  4/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js json 24 6 229
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.027238503098
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.509620666504
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.805920958519
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.509620547295
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.805921018124
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.954021692276
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.002174607012
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.035529598594
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.988207519054
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.051743187010
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.001088572666
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.757239758968
Total Relevent edge above 0.9 ===>  2/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 36 4 237
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.456023156643
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.901391863823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.285983502865
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.901391863823
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.285983622074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.597745537758
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.826122105122
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.802779793739
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.174779072404
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.794809818268
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.468881517649
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.694612264633
Total Relevent edge above 0.9 ===>  2/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js get 40 0 238
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.536765515804
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.738300025463
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.300428807735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.738299787045
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.300428837538
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.315385401249
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.989255785942
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.779543340206
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.166188061237
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.984334766865
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.973189890385
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.709528326988
Total Relevent edge above 0.9 ===>  3/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js listen 44 2 243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 9 13 202 =======> 0.787560164928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 11 10 209 =======> 0.967967510223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 12 34 215 =======> 0.371217489243
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 17 10 221 =======> 0.967967510223
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 18 25 225 =======> 0.371217370033
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 23 10 228 =======> 0.943516194820
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js format 33 0 230 =======> 0.644852697849
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/index.js nan 35 9 236 =======> 0.903167665005
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.840459585190
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.789951741695
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.300598591566
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.801802933216
Total Relevent edge above 0.9 ===>  4/12
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js send 6 2 258
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 5 15 255 =======> 0.273893028498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 6 30 263 =======> 0.568664729595
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 11 15 269 =======> 0.273893237114
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 12 21 273 =======> 0.568664610386
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 17 15 276 =======> 0.142701759934
Total Relevent edge above 0.9 ===>  0/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js send 12 2 270
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 5 15 255 =======> 0.273893356323
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 6 30 263 =======> 0.568664669991
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 11 15 269 =======> 0.273893505335
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 12 21 273 =======> 0.568664491177
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 17 15 276 =======> 0.142701923847
Total Relevent edge above 0.9 ===>  0/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js json 18 2 277
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 5 15 255 =======> 0.060152392834
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 6 30 263 =======> 0.699660360813
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 11 15 269 =======> 0.060152444988
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 12 21 273 =======> 0.699660301208
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/content-negotiation/users.js nan 17 15 276 =======> 0.034463774413
Total Relevent edge above 0.9 ===>  0/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js use 13 0 291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js count 19 0 298 =======> 0.016127998009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.950421273708
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.892265200615
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.437525391579
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.853584289551
Total Relevent edge above 0.9 ===>  1/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js cookieSession 13 8 293
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js count 19 0 298 =======> 0.000000038473
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.997049152851
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.000091922426
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 109 27 2913 =======> 0.000012298291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 111 9 2919 =======> 0.099969290197
Total Relevent edge above 0.9 ===>  1/5
Total Random edge above 0.9 ===>  0/1000


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js use 16 0 296
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/examples/cookie-sessions/index.js count 19 0 298 =======> 0.014361714013
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js createApplication 37 0 2872 =======> 0.469548046589
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/express/lib/express.js nan 38 12 2875 =======> 0.986790895462
