Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js parseOptions 94 14 168
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 241 24 525 =======> 0.073945082724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 254 12 542 =======> 0.911908626556
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 263 22 548 =======> 0.002755974652
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 267 9 554 =======> 0.004976271186
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 271 21 558 =======> 0.003161984496
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 273 25 565 =======> 0.112763941288
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 307 22 614 =======> 0.002006345196
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 311 9 620 =======> 0.002537988592
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 315 21 624 =======> 0.012891259976
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 319 25 635 =======> 0.102511629462
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 368 23 729 =======> 0.004425744992
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 372 9 735 =======> 0.002704569604
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 376 22 739 =======> 0.006350974087
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 379 25 747 =======> 0.086406059563
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 453 21 801 =======> 0.005489300471
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 461 20 808 =======> 0.005379225127
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 22 817 =======> 0.280038297176
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 31 819 =======> 0.034515015781
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 505 16 898 =======> 0.898716986179
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/compare.js nan 2 16 1438 =======> 0.035313028842
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/satisfies.js nan 2 18 1744 =======> 0.707846939564
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 43 15 2767 =======> 0.191296070814
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 74 21 2806 =======> 0.981876313686
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 224 17 2929 =======> 0.943015635014
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 236 16 2943 =======> 0.957767426968
Total edge above 0.9 ===>  16


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js satisfies 129 15 2860
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 4 17 67 =======> 0.942279458046
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 8 14 71 =======> 0.655221581459
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 34 8 101 =======> 0.924442529678
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 55 11 130 =======> 0.856854736805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 59 7 134 =======> 0.235591322184
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 77 13 150 =======> 0.924232125282
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.552310705185
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.007224174682
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.044884514064
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.076106958091
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 72 9 313 =======> 0.838276863098
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 74 11 317 =======> 0.011353854090
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 80 11 324 =======> 0.677960157394
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 84 13 327 =======> 0.659459829330
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 119 11 374 =======> 0.002100405516
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 123 11 378 =======> 0.002569204429
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 127 35 383 =======> 0.175913780928
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 138 38 399 =======> 0.011390996166
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 154 13 424 =======> 0.437712788582
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 159 25 432 =======> 0.000724094280
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 162 23 438 =======> 0.000649710593
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 165 34 444 =======> 0.000935996999
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 166 44 448 =======> 0.000888281735
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 177 7 454 =======> 0.614219307899
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 217 18 502 =======> 0.325206309557
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 218 14 504 =======> 0.153888955712
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 222 22 506 =======> 0.043491594493
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 228 40 518 =======> 0.001152871875
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 241 24 525 =======> 0.362544864416
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 254 12 542 =======> 0.975274145603
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 263 22 548 =======> 0.014280981384
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 267 9 554 =======> 0.022498402745
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 271 21 558 =======> 0.018105074763
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 273 25 565 =======> 0.602492749691
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 307 22 614 =======> 0.009452183731
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 311 9 620 =======> 0.011785865761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 315 21 624 =======> 0.073004610837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 319 25 635 =======> 0.584551334381
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 368 23 729 =======> 0.029282117262
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 372 9 735 =======> 0.012170342728
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 376 22 739 =======> 0.033185660839
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 379 25 747 =======> 0.507731199265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 453 21 801 =======> 0.034524008632
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 461 20 808 =======> 0.036067493260
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 22 817 =======> 0.707943499088
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 31 819 =======> 0.182317182422
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 505 16 898 =======> 0.968889653683
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/compare.js nan 2 16 1438 =======> 0.139817968011
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/functions/satisfies.js nan 2 18 1744 =======> 0.942416787148
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 43 15 2767 =======> 0.710849821568
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 74 21 2806 =======> 0.988087713718
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 224 17 2929 =======> 0.963991999626
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/ranges/subset.js nan 236 16 2943 =======> 0.971839785576
Total edge above 0.9 ===>  16


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js run 35 37 3086
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 5 18 3011 =======> 0.000493593921
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 9 12 3026 =======> 0.786816656590
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 9 32 3030 =======> 0.513856530190
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 15 22 3052 =======> 0.087908320129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 17 22 3059 =======> 0.093342155218
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 18 16 3062 =======> 0.061419036239
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 28 20 3071 =======> 0.000494350854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 35 6 3083 =======> 0.019809439778
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 37 22 3089 =======> 0.000494090549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 42 6 3097 =======> 0.018043223768
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 44 32 3102 =======> 0.000496018678
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 56 6 3117 =======> 0.019868239760
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 58 19 3122 =======> 0.000493855856
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 64 6 3131 =======> 0.019347913563
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 66 27 3136 =======> 0.000486938836
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 71 6 3153 =======> 0.013012863696
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 73 26 3161 =======> 0.252675861120
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/bin/semver.js nan 74 29 3168 =======> 0.304628074169
Total edge above 0.9 ===>  16


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js Comparator 27 20 3259
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 4 17 67 =======> 0.003005115781
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 8 14 71 =======> 0.971600711346
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 34 8 101 =======> 0.014975075610
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 55 11 130 =======> 0.027943938971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 59 7 134 =======> 0.947556853294
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 77 13 150 =======> 0.510787069798
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 5 27 3203 =======> 0.001726029324
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 18 18 3230 =======> 0.003082109382
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 23 30 3238 =======> 0.001988477074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 25 33 3244 =======> 0.029084453359
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 26 36 3256 =======> 0.006030017044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 39 45 3280 =======> 0.003427987685
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 41 11 3285 =======> 0.019851202145
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 45 29 3291 =======> 0.002604885725
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 54 40 3304 =======> 0.001572746085
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 55 11 3306 =======> 0.006135207135
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/comparator.js nan 60 21 3311 =======> 0.003579943441
Total edge above 0.9 ===>  17


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js Range 55 8 3459
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 4 17 67 =======> 0.000048778875
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 8 14 71 =======> 0.579137206078
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 34 8 101 =======> 0.000318869308
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 55 11 130 =======> 0.000524508592
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 59 7 134 =======> 0.500540077686
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 77 13 150 =======> 0.019577931613
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.691527843475
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.000325362314
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.000018828172
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.000016115235
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 72 9 313 =======> 0.000065663458
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 74 11 317 =======> 0.000287919102
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 80 11 324 =======> 0.001598231145
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 84 13 327 =======> 0.021017733961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 119 11 374 =======> 0.000192814739
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 123 11 378 =======> 0.000215275722
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 127 35 383 =======> 0.000230030506
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 138 38 399 =======> 0.001300191274
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 154 13 424 =======> 0.152063190937
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 159 25 432 =======> 0.000920697814
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 162 23 438 =======> 0.001517499913
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 165 34 444 =======> 0.000276716921
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 166 44 448 =======> 0.000195169734
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 177 7 454 =======> 0.101022131741
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 217 18 502 =======> 0.000015078332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 218 14 504 =======> 0.000016248039
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 222 22 506 =======> 0.008269118145
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 228 40 518 =======> 0.000269665237
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 241 24 525 =======> 0.078853532672
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 254 12 542 =======> 0.002051138785
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 263 22 548 =======> 0.000216285087
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 267 9 554 =======> 0.000346076529
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 271 21 558 =======> 0.000539310742
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 273 25 565 =======> 0.000482483971
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 307 22 614 =======> 0.000249618985
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 311 9 620 =======> 0.000202530326
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 315 21 624 =======> 0.001436572871
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 319 25 635 =======> 0.000474324974
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 368 23 729 =======> 0.003354561049
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 372 9 735 =======> 0.000260611967
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 376 22 739 =======> 0.001111334073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 379 25 747 =======> 0.000040113580
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 453 21 801 =======> 0.004346793983
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 461 20 808 =======> 0.003295033472
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 22 817 =======> 0.000025702924
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 473 31 819 =======> 0.000000859537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 505 16 898 =======> 0.000037730566
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 10 20 3357 =======> 0.437574595213
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 12 23 3364 =======> 0.401233434677
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 18 22 3380 =======> 0.423819303513
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 20 21 3383 =======> 0.904119193554
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 21 60 3395 =======> 0.147937729955
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 23 17 3399 =======> 0.066055715084
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 33 59 3418 =======> 0.233433857560
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 34 11 3420 =======> 0.028806004673
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 39 36 3427 =======> 0.267646074295
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 46 40 3438 =======> 0.768360555172
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 61 29 3462 =======> 0.449057757854
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 63 23 3465 =======> 0.338682353497
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 69 31 3477 =======> 0.281516313553
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 73 12 3482 =======> 0.763374149799
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 74 13 3486 =======> 0.388993531466
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 80 18 3492 =======> 0.441534698009
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 85 25 3499 =======> 0.478507727385
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 86 28 3501 =======> 0.605279386044
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 87 30 3510 =======> 0.554295241833
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 101 51 3533 =======> 0.381441563368
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js nan 102 11 3535 =======> 0.094160147011
Total edge above 0.9 ===>  18


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/test/classes/range.js Range 74 19 3487
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 4 17 67 =======> 0.000928621914
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 8 14 71 =======> 0.980398952961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 34 8 101 =======> 0.004898542073
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 55 11 130 =======> 0.006840996910
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 59 7 134 =======> 0.933034718037
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/comparator.js nan 77 13 150 =======> 0.248895183206
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 3 14 236 =======> 0.977665662766
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 41 11 276 =======> 0.002279337961
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 45 14 282 =======> 0.000190386098
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 55 33 297 =======> 0.000133953756
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 72 9 313 =======> 0.001012143912
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 74 11 317 =======> 0.001925199293
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 80 11 324 =======> 0.016538985074
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 84 13 327 =======> 0.335595220327
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 119 11 374 =======> 0.000841308036
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 123 11 378 =======> 0.001060135779
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 127 35 383 =======> 0.002599316649
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 138 38 399 =======> 0.007523604669
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 154 13 424 =======> 0.817734479904
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 159 25 432 =======> 0.001973175211
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 162 23 438 =======> 0.002350649564
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 165 34 444 =======> 0.000892809068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 166 44 448 =======> 0.000657549652
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 177 7 454 =======> 0.771431207657
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 217 18 502 =======> 0.000212308616
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/classes/range.js nan 218 14 504 =======> 0.000182507152
